gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Cluster
0,0,1,0,31,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Electronic check,81.26,2334.43,0,2
0,1,1,0,3,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.48,72.46,1,1
0,1,0,0,28,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,43.85,1349.69,1,2
0,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,80.87,330.34,0,1
1,1,0,0,38,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,115.92,4752.46,1,0
0,0,1,0,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,112.95,2561.72,0,1
1,0,0,0,15,1,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,1,Mailed check,66.43,1009.02,0,0
1,0,0,0,49,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,35.99,1803.2,0,2
1,0,0,1,10,1,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,25.73,281.51,0,2
0,0,1,0,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),66.95,5201.46,0,1
0,0,1,1,47,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,0,Bank transfer (automatic),72.74,3736.79,0,0
1,0,1,0,33,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,87.69,2740.67,0,2
0,0,0,0,20,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,62.37,1138.32,0,2
0,0,0,1,62,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,50.77,3272.6,0,1
0,0,0,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,105.36,1680.5,0,1
0,0,0,0,33,1,No,DSL,No,No,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),58.63,2089.15,0,2
0,0,0,1,50,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,32.5,1638.4,1,0
1,0,0,0,66,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),58.8,3806.22,1,2
0,0,0,0,23,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,108.43,2402.09,0,1
0,0,0,0,21,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Mailed check,56.58,1097.28,1,0
1,0,0,0,9,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,91.77,780.85,1,1
0,1,1,0,4,1,No,Fiber optic,No,No,Yes,No,No,No,One year,0,Electronic check,109.27,435.1,1,0
1,0,0,0,30,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),24.87,707.56,0,1
1,0,1,0,23,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),61.1,1522.57,1,1
0,0,0,0,10,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),51.01,552.25,0,2
1,0,0,1,50,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),64.3,3249.22,0,2
1,1,1,0,47,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),24.5,1075.87,0,2
0,0,1,1,3,1,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Credit card (automatic),29.56,85.55,0,0
1,1,0,1,7,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,67.05,495.89,1,2
0,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),111.11,690.32,1,1
1,0,0,0,31,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,27.91,908.29,0,2
0,0,0,0,21,1,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Mailed check,27.83,557.53,0,2
1,0,0,0,35,1,No,DSL,Yes,Yes,No,No,No,Yes,Two year,0,Bank transfer (automatic),41.99,1324.79,0,2
0,0,0,0,28,0,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),31.08,785.65,1,0
0,0,1,1,67,1,No,DSL,No,Yes,No,No,No,No,Two year,1,Electronic check,57.39,3977.71,0,2
1,0,1,0,60,0,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,0,Credit card (automatic),69.52,4213.19,0,0
1,0,1,0,52,1,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,0,Credit card (automatic),97.54,4981.25,0,2
0,0,1,1,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,38.54,2884.02,0,1
1,0,0,1,14,1,Yes,DSL,No,No,Yes,No,No,Yes,One year,0,Electronic check,19.45,293.71,0,2
1,0,0,1,47,1,No,DSL,No,No,No,No,Yes,No,Two year,0,Mailed check,89.2,4510.28,0,2
1,0,0,0,53,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,0,Mailed check,65.32,3634.36,0,0
0,1,0,0,67,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),55.48,4087.71,0,2
0,0,0,1,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),101.49,6231.1,0,1
0,0,1,0,63,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,42.31,2525.88,1,0
1,0,0,0,65,1,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,1,Electronic check,56.83,3909.34,0,0
1,0,0,1,49,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,1,Electronic check,63.13,2991.67,0,0
1,0,1,1,71,1,No,Fiber optic,No,No,No,No,No,No,Two year,1,Electronic check,48.77,3733.87,0,0
0,0,0,0,46,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),43.85,2095.12,0,2
0,0,1,0,67,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Bank transfer (automatic),83.97,5089.36,0,0
0,0,1,0,12,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,81.75,974.15,0,0
0,0,0,0,13,1,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,90.09,1081.17,1,2
1,0,1,1,8,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,64.31,554.75,0,0
1,1,0,0,27,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),105.42,2675.25,0,1
1,0,0,0,37,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,56.68,1938.53,0,2
0,0,0,0,11,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,27.21,311.79,0,2
1,0,1,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,98.92,1140.39,0,1
1,1,0,1,20,1,No,DSL,No,Yes,No,Yes,No,No,One year,1,Credit card (automatic),27.1,556.42,0,2
0,0,0,0,54,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Electronic check,113.74,6450.04,0,0
0,0,1,0,37,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),71.35,2693.33,1,0
1,0,1,1,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,75.41,3906.8,0,1
0,0,1,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),54.99,1275.35,1,1
1,1,0,0,21,1,No,Fiber optic,No,No,No,No,No,Yes,Two year,0,Electronic check,109.63,2087.52,0,0
1,1,1,0,50,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),34.41,1833.01,0,1
0,0,0,0,71,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,59.75,4165.11,1,2
0,0,0,0,36,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),43.95,1495.23,0,0
1,0,0,1,44,1,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,1,Electronic check,57.75,2745.55,0,0
0,0,0,0,36,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,46.39,1807.62,1,0
0,0,0,0,13,0,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,53.13,749.09,0,0
1,0,1,0,17,1,Yes,DSL,No,No,Yes,No,No,No,One year,1,Electronic check,23.29,375.97,0,2
1,0,0,0,6,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,64.02,398.4,0,2
1,0,1,0,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,52.12,3093.83,0,1
0,0,0,1,57,1,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,98.6,5688.72,0,2
0,1,0,0,54,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,69.08,3685.45,1,2
0,0,1,0,33,1,No,DSL,No,No,Yes,No,No,Yes,One year,1,Mailed check,77.2,2383.2,0,2
1,0,0,0,44,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),97.32,4186.5,1,1
0,0,1,0,2,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),96.52,176.52,0,2
1,0,0,0,39,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),85.33,3507.71,1,0
0,0,0,0,52,1,No,DSL,No,Yes,No,No,No,Yes,Two year,1,Electronic check,105.33,5457.78,0,2
1,0,1,0,30,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,51.24,1432.64,0,0
0,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,89.68,1999.36,0,1
1,0,0,0,71,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,0,Mailed check,36.2,2345.77,0,0
1,0,1,1,64,0,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,80.63,4760.11,1,0
1,0,1,1,54,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),115.81,6419.4,0,0
1,0,1,0,11,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Mailed check,53.01,541.32,0,0
0,0,1,1,0,1,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),30.66,2022.05,0,2
0,0,1,0,10,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),60.45,623.4,1,0
0,0,0,1,50,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,61.28,3061.77,0,0
0,0,1,1,65,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),79.45,4830.87,0,1
0,0,1,1,44,1,Yes,DSL,No,No,No,Yes,Yes,No,One year,1,Bank transfer (automatic),39.05,1634.83,0,2
1,0,0,0,71,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,0,Mailed check,111.69,8598.68,0,0
0,0,1,0,30,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,66.22,2069.88,1,0
0,0,1,0,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,95.23,4747.77,0,1
1,0,1,0,44,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,30.74,1227.25,1,0
0,1,1,0,66,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,51.13,3611.71,1,0
0,0,0,0,40,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,41.88,1790.08,0,1
0,1,1,0,27,1,No,DSL,No,No,Yes,Yes,No,No,Two year,1,Mailed check,57.62,1483.58,0,2
1,0,0,0,61,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),21.24,1299.31,1,0
1,0,1,0,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),35.04,33.15,0,0
0,0,0,0,71,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,64.26,4495.11,0,0
1,0,0,0,64,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),33.08,1937.21,0,0
0,1,1,0,20,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,105.55,1928.64,0,0
1,0,0,0,14,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,59.1,775.4,0,0
1,0,0,0,54,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),97.38,4795.2,1,0
0,0,1,0,7,0,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,64.01,484.82,1,0
1,0,0,0,19,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),22.17,424.67,1,0
0,0,1,0,63,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),53.24,3516.33,1,2
1,0,0,0,38,1,No,Fiber optic,No,No,No,No,No,No,Two year,0,Electronic check,66.23,2407.65,0,0
0,0,1,1,6,1,No,Fiber optic,No,No,No,No,No,Yes,One year,0,Electronic check,52.41,291.29,0,0
1,0,0,1,56,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,1,Mailed check,77.78,4558.09,0,0
0,0,0,0,30,1,No,DSL,No,No,Yes,Yes,No,No,Two year,0,Electronic check,73.66,2024.66,0,2
0,0,0,0,33,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,113.38,3728.19,1,2
0,1,1,0,50,0,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),55.42,2962.61,0,0
0,0,1,0,55,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.32,2649.87,0,0
1,1,0,0,28,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),81.88,2483.34,1,1
0,1,0,0,62,1,No,DSL,Yes,Yes,No,No,No,No,Two year,0,Mailed check,61.1,4052.92,0,2
1,0,1,1,32,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,19.38,584.95,1,2
1,0,1,1,44,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,83.45,3773.31,1,2
0,0,1,1,5,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),79.9,433.81,1,2
0,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),33.35,1141.58,1,1
0,1,1,0,52,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,0,Credit card (automatic),52.63,2662.33,0,0
0,0,1,0,1,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.19,110.59,0,0
1,0,0,1,56,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,1,Mailed check,73.93,4063.88,0,0
0,0,0,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),90.21,4536.56,1,1
0,0,0,1,38,1,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,94.07,3847.55,1,0
0,0,1,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),91.32,1959.71,0,1
0,0,1,0,42,1,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,1,Mailed check,78.11,3459.83,0,0
1,1,0,0,37,0,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,1,Bank transfer (automatic),87.8,3311.01,0,2
1,0,1,1,63,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,108.55,7418.66,0,0
1,0,1,0,36,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,0,Mailed check,59.1,2115.71,0,0
0,1,0,1,37,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Mailed check,85.72,3284.31,0,2
1,0,1,1,70,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,111.14,7747.32,0,2
0,0,1,1,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),46.73,1314.38,0,1
1,0,0,0,43,0,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,50.41,2276.86,0,0
0,0,1,1,13,1,No,DSL,No,Yes,No,No,Yes,No,One year,1,Electronic check,31.8,417.8,0,2
1,0,1,0,51,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,1,Bank transfer (automatic),63.3,2917.23,0,0
0,0,1,1,66,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,0,Electronic check,28.35,1766.18,0,0
0,0,1,0,4,1,No,Fiber optic,No,No,No,No,No,Yes,One year,1,Mailed check,75.99,319.63,0,0
1,0,0,0,41,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),96.13,3579.83,1,0
0,0,0,0,6,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Credit card (automatic),71.98,406.49,0,2
1,0,0,0,17,1,Yes,DSL,No,No,No,No,Yes,No,One year,1,Electronic check,57.12,912.97,0,2
1,1,0,1,56,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,83.19,4435.41,1,2
1,0,1,0,43,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),33.56,1442.93,0,2
0,0,1,0,60,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),96.95,6311.32,1,0
1,0,1,1,62,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,37.79,2462.64,1,0
0,0,0,1,31,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),33.93,1034.31,0,1
0,0,0,0,27,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,19.4,519.13,0,2
1,0,0,1,3,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),67.7,187.15,0,0
1,0,1,0,14,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,21.79,313.8,1,0
0,0,1,1,1,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,109.95,116.43,1,2
0,1,0,0,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,105.67,2457.11,0,1
1,0,1,0,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),60.72,3632.95,1,1
0,0,0,0,22,1,Yes,DSL,No,No,No,Yes,No,Yes,Two year,0,Credit card (automatic),21.56,480.26,0,2
0,0,0,1,25,1,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),103.41,2340.66,0,2
0,0,1,1,33,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,1,Mailed check,28.45,1021.41,0,2
1,0,0,0,12,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,102.22,1283.66,0,2
1,0,0,0,39,1,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,1,Bank transfer (automatic),88.68,3253.88,0,2
1,0,1,1,50,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,112.13,5139.16,1,2
0,0,1,0,9,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,60.28,507.71,0,0
1,1,1,1,38,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),101.66,4038.61,1,2
1,1,1,0,3,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,1,Credit card (automatic),102.42,322.98,0,0
0,1,0,0,51,0,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,0,Credit card (automatic),40.39,2258.95,0,2
1,0,1,1,55,1,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,0,Electronic check,53.19,3186.13,0,0
1,0,1,0,26,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),84.46,2202.93,1,1
1,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,38.31,259.83,0,1
0,0,0,0,52,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Mailed check,100.98,4937.49,1,2
0,0,1,1,12,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),64.77,731.15,1,0
1,0,1,1,45,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,106.69,4478.75,0,1
0,0,1,0,35,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),78.41,2775.6,1,2
1,0,0,0,42,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),65.15,2476.58,1,0
1,0,0,0,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,103.99,3396.83,1,1
1,0,1,0,50,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),24.76,1211.12,0,2
1,1,1,1,62,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,22.99,1328.32,0,2
0,1,1,1,67,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,0,Credit card (automatic),50.95,3644.6,1,2
1,0,1,0,12,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),53.02,598.44,1,0
0,1,1,0,46,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),59.24,2848.51,1,2
0,0,0,0,5,1,No,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Credit card (automatic),49.43,265.2,0,0
1,0,1,0,17,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,0,Mailed check,101.04,1726.28,0,2
1,1,0,0,7,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,115.54,836.32,0,1
1,0,0,0,40,0,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),88.74,3451.3,1,0
1,1,1,1,60,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,91.81,5930.26,0,2
0,0,0,0,19,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Electronic check,100.01,1735.63,0,0
0,0,1,0,55,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,53.41,3024.6,1,0
0,0,1,1,1,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,68.79,66.87,1,2
0,0,1,0,65,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,118.62,7947.06,0,0
1,0,1,0,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,72.69,2344.16,0,1
1,0,1,0,21,1,Yes,DSL,No,No,No,No,No,Yes,Two year,0,Credit card (automatic),90.46,1951.46,0,2
0,0,0,0,40,1,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,1,Electronic check,115.58,5006.78,0,0
0,0,0,0,9,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),19.27,179.78,1,0
0,0,0,1,38,1,No,Fiber optic,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),94.91,3675.59,0,0
1,0,0,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,97.55,3987.3,1,1
1,0,0,0,4,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,1,Mailed check,74.35,284.76,0,0
0,0,0,0,11,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),92.12,919.03,1,2
1,0,1,1,31,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),104.25,3163.1,0,0
0,0,0,0,39,1,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,28.84,1038.58,0,2
0,0,1,0,17,1,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,21.73,389.63,0,2
1,1,0,1,63,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),50.42,3080.39,1,2
1,0,1,0,0,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),88.25,2022.05,0,0
0,0,1,1,52,1,Yes,DSL,No,No,No,Yes,No,No,One year,1,Electronic check,40.79,2279.33,0,2
1,0,1,0,41,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,108.9,4561.04,0,1
1,0,0,0,37,1,Yes,DSL,No,No,No,Yes,No,Yes,One year,1,Electronic check,46.27,1617.96,0,2
1,0,0,1,16,1,No,Fiber optic,No,Yes,No,No,No,Yes,One year,1,Bank transfer (automatic),90.35,1340.74,0,0
1,0,0,0,61,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,87.63,5261.21,0,0
1,0,1,0,27,1,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,0,Mailed check,75.54,1844.81,0,0
1,0,0,0,21,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.03,1862.84,0,2
0,0,1,0,45,1,No,DSL,No,No,No,No,No,No,Two year,1,Credit card (automatic),116.63,4748.04,0,2
0,0,0,0,37,1,No,Fiber optic,No,No,Yes,No,No,Yes,One year,0,Mailed check,18.54,700.83,0,0
0,0,0,0,31,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),104.11,3351.47,1,1
